inquiry_id,customer_message,brand_reply,intent,should_escalate,escalation_reason,drafted_reply,helpfulness,relevance,empathy_tone,rationale
2358728,Okay @115858 fix your shit this “I️” thing is getting annoying,"@681233 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to the latest version iOS 11.1.1. For more info, check out: https://t.co/xXaXeeSRt9",software_bug,False,None,"We're sorry for the frustration. Please try restarting your device and ensuring your software is up to date. If the issue persists, please DM us your device model and iOS version so our team can assist you further. We appreciate your patience.",4,5,4,"The candidate reply effectively de-escalates the customer's frustration with a professional and empathetic tone. It provides safe, standard troubleshooting steps (restart, update) and a clear path for further assistance (DM for details). While it does not explicitly reference the specific update mentioned in the historical context, it covers the necessary action (ensuring software is up to date) and avoids inventing facts or using inappropriate language."
433073,@AppleSupport Thank you so much 🤙🏼,@218001 You're most welcome.,general_inquiry,False,None,"You're very welcome! 😊 We're so glad we could help. If you have any other questions or need further assistance in the future, please don't hesitate to reach out. Have a wonderful day!",5,5,5,"The candidate reply is excellent. It matches the warm and professional tone of the historical reply while being slightly more comprehensive by inviting future questions. It directly addresses the customer's expression of gratitude without adding unnecessary information or invented facts. The use of an emoji aligns with the customer's input and maintains a friendly, human-like interaction suitable for social media support."
2834329,@AppleSupport Bought iPhone 6s but battery is not working properly.kindly help.,@788994 We'd like to look into any issues you're having. Please DM us more about what's occurred with your battery. https://t.co/GDrqU22YpT,hardware_issue,True,Physical repair required for battery malfunction,"We're sorry to hear about the battery issue with your iPhone 6s. Since this requires physical inspection, please visit an Apple Store or authorized service provider for a diagnostic. You can book an appointment online. If you need help locating a provider or have specific account questions, please DM us. We're here to help!",4,5,5,"The candidate reply is highly relevant and empathetic, directly addressing the battery issue with a clear, safe next step (physical inspection/diagnostic). It appropriately escalates to in-person service, which is necessary for hardware issues, and offers further assistance via DM. It is slightly less helpful than a perfect 5 because it does not explicitly mention checking for software updates or battery health settings first, which could potentially resolve the issue without a store visit, but the advice given is still correct and safe."
1761191,@115858 I’m getting tired of having an A?phone. Can I have my iPhone back now? Thanks :) #Apple #iPhone  #whatishappening #update #please,@530011 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,software_bug,False,None,"We're sorry to hear about the trouble with your iPhone. Please try restarting your device or updating to the latest iOS version to resolve potential software issues. If the problem persists, we recommend contacting Apple Support directly for personalized assistance. Thank you for your patience!",2,2,4,"The candidate reply is generic and fails to address the specific context implied by the historical reply (a known bug with a specific workaround link). It suggests restarting or updating, which may not be the correct solution for the specific issue the customer is facing (likely a known bug given the 'workaround' in history). It also deflects to 'contacting Apple Support' rather than providing the specific help or link provided in the historical context. The tone is polite but the content is unhelpful and potentially irrelevant to the specific technical issue."
246317,"@AppleSupport the Arabic font in ios11 is not user friendly, please go back to previous font. Below is the new font 👇 https://t.co/WQEvsol4Yr",@174514 We can help get you to the right place to make your suggestion. Provide your feedback here:  https://t.co/eTPVYVFyd8,general_inquiry,False,None,"Thanks for sharing your feedback on the Arabic font in iOS 11. We appreciate you letting us know how it feels. While we can’t change system fonts directly, you can adjust text size in Settings > Display & Brightness > Text Size to improve readability. For further assistance or specific account help, please DM us. We’re here to help!",3,4,5,"The candidate reply is empathetic and professional, acknowledging the user's frustration. However, the helpfulness is moderate because the suggested solution (adjusting text size) does not address the core issue of font style preference, which is a system-level design choice that cannot be changed by the user. It correctly identifies that the support team cannot change the font but fails to provide the specific feedback channel mentioned in the historical reply, which would have been the most useful next step for a feature request."
2771852,"@115858 @AppleSupport had submitted my iphone 7plus on 6th nov. service centre promised me to give a new iphone after checking the fault. now they say that they dont have stock. it is more than 15 days. Job no SOBO61117402575
pls resolve the issue asap.",@774802 We know how important it is to have your iPhone back to you. Let's chat over in Direct Message so we can gather some additional details to look into this with you. https://t.co/GDrqU22YpT,hardware_issue,True,"Physical repair status inquiry with significant delay (15+ days) and stock unavailability, requiring account-specific investigation and service center coordination.","We’re sorry for the delay and frustration with your iPhone 7 Plus repair. We understand how important this is. Since this requires checking your specific job status and coordinating with the service center, please send us a DM with your job number. Our team will investigate the stock issue and assist you further. Thank you for your patience.",4,5,5,"The candidate reply is highly relevant and empathetic, directly addressing the customer's frustration regarding the delay and stock issue. It correctly identifies the need for private communication (DM) to handle specific job details, which is a safe and appropriate next step. While it asks the customer to provide the job number again (which was already in the message), this is a minor friction point compared to the overall quality of the response. The tone is professional and warm, fitting the AppleSupport persona."
2055668,iOS 11 is draining my battery like no other wtf @115858,"@607941 We'd be happy to look this over with you. Please meet us in DM so we may gather information, and better assist. https://t.co/GDrqU22YpT",software_bug,False,None,"We're sorry to hear about the battery drain on iOS 11. Please try restarting your device and check for any pending software updates. If the issue persists, we recommend contacting Apple Support directly for personalized assistance. You can reach them via the Apple Support app or website. We hope this helps!",2,3,4,"The candidate reply is polite and empathetic, but it fails to follow the established workflow shown in the historical reply (moving to DMs for information gathering). Instead, it provides generic troubleshooting advice and directs the user to external Apple Support, which is less helpful in the context of a social media support interaction where the team is already engaged. It does not address the specific urgency or the 'wtf' sentiment with the same proactive approach as the historical example."
939138,"@AppleSupport Yes, that’s right.","@315733 To disable the keyboard shortcut, open the Settings app and disable Shortcuts under Settings &gt; General &gt; Keyboard.",general_inquiry,False,None,"Thanks for confirming! If you’re still experiencing issues, please try restarting your device and ensuring your software is up to date. For account-specific assistance, feel free to DM us or visit support.apple.com. We’re here to help!",4,4,5,"The candidate reply is professional, warm, and appropriately concise. It acknowledges the customer's confirmation and provides standard, safe troubleshooting steps (restart, update) while offering clear escalation paths (DM or website). Although the customer's 'Yes' likely confirms the previous instruction was correct (implying the issue is resolved), the candidate's suggestion to restart if issues persist is a reasonable safety net rather than a hallucination. It avoids inventing facts and maintains a helpful AppleSupport tone."
2277688,"@AppleSupport I'm using iPhone 6s, running iOS version 11.1.1(15B150)",@662345 Got it. Are you using the EarPods that came with your iPhone? Do you have another set of headphones you can use with the iPhone in order to determine where the issue might be?,general_inquiry,False,None,"Thanks for reaching out! We appreciate you sharing your iPhone 6s details. How can we help you today? If you have a specific issue, feel free to share more here. For account-specific assistance, please send us a DM. We're here to help!",2,3,4,"The candidate reply is polite and professional but fails to address the context established in the historical reply. The previous agent was already troubleshooting a specific audio issue (EarPods/headphones), but the candidate resets the conversation by asking 'How can we help you today?', which ignores the ongoing troubleshooting flow. It also introduces unnecessary instructions about DMs that were not part of the previous context. While the tone is good, the lack of continuity makes it less helpful and relevant to the specific issue being discussed."
2412410,"When you’re trying to listen to music on your iPhone and your phone says your @115858 headphones are not an accessory supported by the device...excuse me, what?","@693533 Help is here! Since experiencing this issue, have you restarted your device to see if the issue persists? What iOS version is currently installed? To find out, navigate to: Settings &gt; General &gt; About.",connectivity,False,None,"We're sorry for the frustration! To fix this, try restarting your iPhone and reconnecting your headphones. If the issue persists, please DM us your device model and headphone details so we can assist you further. We're here to help!",4,5,5,"The candidate reply is excellent. It directly addresses the customer's frustration with a warm, empathetic opening. It provides a clear, safe next step (restart and reconnect) and appropriately escalates by requesting specific details (device model and headphone details) if the issue persists. It avoids inventing facts and maintains a professional, Apple-like tone."
1886826,Updating iOS on an older iPhone should carry a warning about stupidly reduced battery life! @AppleSupport @115858 Can I have my old iOS back?,@562761 Maintaining your charge is important &amp; we'd like to help. DM us your model iPhone &amp; the iOS 11 version installed to start. https://t.co/GDrqU22YpT,general_inquiry,False,None,"We hear you. While we can't revert to older iOS versions, you can check Settings > Battery for optimization tips. For personalized advice on managing battery life or exploring support options, please DM us or visit support.apple.com. We're here to help!",4,5,5,"The candidate reply effectively addresses the customer's frustration with empathy ('We hear you') and directly answers the specific question about reverting iOS (no, it's not possible). It provides a safe, actionable next step (checking battery settings) and offers further support channels. It avoids inventing facts and maintains a professional, helpful tone consistent with Apple Support standards."
946689,Sure wish iOS Safari had a configuration option to automatically use Reader View on every page. How about it @AppleSupport?,@344486 Thanks for reaching out! We'd recommend leaving that request on our feedback page: https://t.co/eTPVYVFyd8,general_inquiry,False,None,"Thanks for the suggestion! While we can’t add a global auto-enable setting, you can tap the 'aA' icon in the address bar and select 'Show Reader' for specific pages. We’d love to hear more about your experience—feel free to DM us if you have other questions!",4,5,5,"The candidate reply is excellent. It directly addresses the user's feature request by clarifying the current limitation (no global auto-enable) while providing the closest available workaround (manual 'Show Reader'). It maintains a warm, professional tone and invites further interaction, which is superior to the historical reply that simply redirected to a feedback page without acknowledging the specific technical constraint or offering a workaround."
1368997,"@AppleSupport So you’re working on a fix, right?",@438654 We’d like to offer our support. Please DM us which device and version of iOS you’re using to begin. https://t.co/GDrqU22YpT,general_inquiry,False,None,"Thanks for reaching out! We’re always working to improve your experience. If you’re facing a specific issue, please share details in a DM so we can help. For account-specific support, visit support.apple.com. We appreciate your patience!",2,2,4,"The candidate reply fails to address the customer's specific question about whether a fix is being worked on, instead offering a generic statement about improving the experience. It also ignores the context established in the historical reply (which already asked for device/iOS details) by asking for details again in a generic way. While the tone is professional and polite, the lack of direct engagement with the user's query and the repetitive nature of the request make it less helpful and relevant."
1512109,How come my phone is updated and I still see boxes 🤷🏾‍♀️🤦🏾‍♀️ @115858,@470955 Let's work on this together. Reach out to us in a DM and we will work from there. https://t.co/GDrqU22YpT,software_bug,False,None,"We're sorry to hear you're seeing boxes instead of emojis! This can happen if your device's font or language settings need a quick refresh. Please try restarting your iPhone. If the issue persists, check for any pending updates in Settings > General > Software Update. For further assistance, feel free to DM us or contact Apple Support directly.",4,5,5,"The candidate reply is highly relevant and helpful, directly addressing the specific issue of emojis appearing as boxes. It provides concrete, safe troubleshooting steps (restarting, checking updates) and offers a clear path for escalation (DM or Apple Support). The tone is warm, professional, and empathetic, fitting the AppleSupport style well. It improves upon the historical reply by providing immediate value rather than just deflecting to a DM."
1434352,"@AppleSupport It’s ok, managed to rescue the timeline by adding 2nd screen. Definitely bugs galore on FCP X 10.3.4 on High Sierra!! Fix em pls!",@453032 We want to hear your feedback. The following link is a great place to submit it: https://t.co/F6iS28rCzR,software_bug,False,None,"Glad you found a workaround! We appreciate you flagging the issues in Final Cut Pro X. Please ensure you’re running the latest updates for both macOS and FCP X to help resolve known bugs. If specific errors persist, feel free to DM us for further assistance. Thanks for your feedback!",4,5,5,"The candidate reply is excellent. It acknowledges the user's success with the workaround (empathy), validates their frustration regarding bugs, and provides a standard, safe troubleshooting step (checking for updates) without inventing specific fixes. It also offers a clear path for further assistance (DM) if issues persist. The tone is professional, warm, and concise, fitting the AppleSupport persona perfectly."
512548,Psssst @115858 @AppleSupport it would be really cool if iPad Pro would play nice with 4K 60P from @4263 drones. It seems like a thing it should already do. Make it so.,"@237882 We've got a great website where you can leave your suggestions, and let your voice be heard: https://t.co/eTPVYVFyd8",general_inquiry,False,None,"Thanks for the feedback! We’re always working to improve compatibility. For the best results, ensure your iPad Pro is running the latest iPadOS and that your drone’s firmware is up to date. If you’re still experiencing issues, please DM us with your specific model details so our team can assist you further. We appreciate you helping us make Apple products even better!",2,3,4,"The candidate reply is polite and empathetic, but it misinterprets the customer's intent. The customer is making a feature request ('Make it so'), not reporting a bug or asking for troubleshooting steps. Suggesting firmware updates and asking for model details implies there is a technical issue to fix, which is not what the customer asked for. The historical reply correctly identified this as a suggestion and directed the user to the feedback portal, which is the appropriate action. The candidate's response is less helpful because it does not address the core request (feature implementation) and introduces unnecessary troubleshooting steps for a non-existent error."
2056387,"Hi @AppleSupport, pls up your iOS 11 game. it's lagging. the phone crashed a few times. the battery is draining so quickly.",@608156 Thanks for reaching out to us. We'd like to help you and look into this further. Please DM us to continue working on this. https://t.co/GDrqU22YpT,software_bug,False,None,"We're sorry to hear about the lag and crashes. Please try restarting your iPhone and ensure iOS is up to date. You can also check Battery settings to identify any apps using excessive power. If issues persist, please DM us for further assistance.",4,5,4,"The candidate reply is highly relevant and addresses all three specific issues mentioned by the customer (lag, crashes, battery). It provides safe, standard troubleshooting steps (restart, update, check battery settings) and appropriately escalates to a DM if issues persist, aligning with the historical context. The tone is professional and empathetic, though slightly more generic than a personalized Apple-style response, it remains effective and safe."
1918434,@AppleSupport Performance of 6splus after latest update is like that of a 5000 INR cheap android Phone. What can be done ?,@370394 It's important for your iPhone to work the way you expect. We're here for you. DM us more information. We'll go from there. https://t.co/GDrqU22YpT,software_bug,False,None,"We're sorry to hear your 6s Plus feels sluggish after the update. Please try restarting your device and ensure iOS is fully updated. If performance remains poor, check for large storage usage or background activity. For personalized troubleshooting, please DM us your device details so we can assist you further.",4,5,5,"The candidate reply is highly relevant and empathetic, directly addressing the performance complaint with a warm, professional tone. It provides safe, standard troubleshooting steps (restart, check storage) and appropriately escalates to a DM for personalized help, aligning with the historical context. It scores slightly lower on helpfulness only because it doesn't explicitly mention that the 6s Plus may have reached the end of its optimal software support lifecycle, which is often the root cause of such issues, but the provided steps are still valid and safe."
1620508,The glitch in the new iOS update is cramping my style @115858 you need to fix this ASAP https://t.co/MyM34Uf12M,@496649 Thanks for reaching out. We currently have a workaround for this. Here's how: https://t.co/xXaXeeSRt9,software_bug,False,None,"We're sorry the new iOS update is causing issues. Please try restarting your device or checking for the latest software update in Settings. If the problem persists, we recommend contacting Apple Support directly for personalized assistance. Thank you for your patience.",2,3,4,"The candidate reply is polite and empathetic but fails to leverage the specific context provided in the historical reply, which indicated a known workaround was available. By suggesting generic troubleshooting steps (restart, check updates) and deflecting to general Apple Support, it ignores the specific solution already identified in the conversation history, making it less helpful than it could be."
709062,Waiti for the iPhone update that’s going to fix the battery drain issue @AppleSupport ? I’ve dropped 10% in 20 minutes of reading email.,@289533 We'd like to hear more about what's going on. DM us about this battery issue and we'll continue there. https://t.co/GDrqU22YpT,software_bug,False,None,"We're sorry to hear about the battery drain. Please ensure your iPhone is fully charged and check for the latest iOS update in Settings > General > Software Update. If the issue persists, try restarting your device. For personalized assistance, please contact Apple Support directly.",2,3,4,"The candidate reply is generic and fails to address the specific context of the customer waiting for a fix. It suggests checking for an update, which the customer is already waiting for, and provides basic troubleshooting (restart) that is unlikely to solve a known software bug. It also redirects to 'Apple Support directly' rather than continuing the conversation or offering a specific next step within the support channel, which is less helpful than the historical reply's attempt to move to DMs for a detailed discussion. The tone is professional but lacks the specific engagement needed for this complaint."
238811,".@AppleSupport Hey! For some reason since installing iOS 11.0.2 whenever I try to answer calls with my headset, it hangs up. Any advice?",@172799 We can assist you. Does this same issue take place on calls when you are not using your headset as well?,software_bug,False,None,"Sorry to hear your headset is causing call issues after the iOS 11.0.2 update. Please try restarting your iPhone and reconnecting the headset. If the problem persists, check for any available software updates or reset network settings. For account-specific troubleshooting, feel free to DM us or contact Apple Support directly. We're here to help!",3,4,4,"The candidate reply is polite and offers standard troubleshooting steps (restart, reconnect, reset network settings) which are generally safe and relevant for connectivity issues. However, it fails to address the specific diagnostic question asked in the historical reply (whether the issue occurs without the headset), which is a crucial step in isolating whether the problem is with the headset, the phone, or the update. Additionally, suggesting a 'software update' is potentially confusing or unhelpful if the user is already on the latest version (11.0.2) or if the issue is a known bug in that version. The escalation to DM/Apple Support is appropriate but premature without completing the basic diagnostics."
2533244,hey @115858 the new update has basically ruined my phone so plz send help,@720887 We're here for you. Send us a DM and tell us more about what's happening with your iPhone. https://t.co/GDrqU22YpT,software_bug,False,None,"We're sorry the update caused trouble. Please try restarting your device. If issues persist, go to Settings > General > Software Update to check for a newer version. For account-specific help, please DM us or contact Apple Support directly. We're here to help!",3,4,4,"The candidate reply is professional and empathetic, addressing the user's frustration with the update. It provides standard troubleshooting steps (restart, check for updates) which are generally safe and relevant. However, it lacks the specific call-to-action found in the historical reply (sending a DM to the support team) and instead suggests contacting Apple Support directly, which might be less helpful if the user is already interacting with a specific support channel. The tone is good, but the helpfulness is moderate as it doesn't fully leverage the context of the previous interaction to guide the user to the specific support channel established in the history."
2867301,"@AppleSupport Thanks for the quick reply. I’m actually at one of your stores right now, waiting on a technician.",@796329 They should be able to assist. Have a great day!,hardware_issue,True,"User is physically present at a store awaiting a technician, indicating an active physical repair or in-person service interaction.",Thanks for the update! We’re glad you’re already with a technician. They’ll be able to assess the hardware directly and guide you through the next steps. Please let them know if you have any specific concerns. We’re here if you need further assistance after your visit. Wishing you a smooth experience!,5,5,5,"The candidate reply is excellent. It acknowledges the customer's current status (being at the store) with warmth and professionalism. It provides a helpful, safe next step (communicating specific concerns to the technician) and offers continued support without being intrusive. The tone is consistent with Apple's supportive and concise style, and it avoids inventing facts or making promises about the repair outcome."
96951,"@AppleSupport I use to be able to go through my iPhones playlist with my phone, with this update I can’t do that no more. How can I get that feature back? Now it says my watch has to download my playlist so I can search or play a song",@754485 Use the steps here: https://t.co/kPrTO9IGph to sync music to play on your Apple Watch. You can provide feedback about this feature here: https://t.co/eTPVYVFyd8,software_bug,False,None,"We're sorry for the inconvenience. This update may have changed how playlists sync. Please ensure both devices are on the same Wi-Fi and check your Apple Watch settings to see if you can manage playlists directly. If the issue persists, we recommend contacting Apple Support via the Apple Support app for personalized assistance. We're here to help!",2,3,4,"The candidate reply is polite and empathetic but offers generic troubleshooting advice (checking Wi-Fi, general settings) that is unlikely to resolve the specific issue of playlist management changes in a software update. It fails to provide the specific link or steps that were correctly identified in the historical reply, making it less helpful. It also unnecessarily escalates to contacting support when a direct solution or feedback link was available."
498638,@AppleSupport I set it up with a email that i made up just for the ipad but can not remember what that email was in how to get id it says need to enter email which a cant as i do not remember what it is thats my problem,"@234039 We value privacy and security, for further assistance, please reach out to us here:   https://t.co/IBIY3vMgPj",account_access,True,Account-specific investigation required to recover access to an Apple ID where the user has forgotten the associated email address.,"I'm sorry you're having trouble accessing your Apple ID. To recover an account with a forgotten email, please visit iforgot.apple.com and select ""I don't know my Apple ID."" You can search using your name or other known details. If you still can't locate it, please DM us for secure, account-specific assistance.",5,5,5,"The candidate reply is excellent. It directly addresses the user's specific problem (forgotten email) with the correct, safe, and official solution (iforgot.apple.com). It avoids inventing facts or asking for sensitive information in the public thread, instead appropriately escalating to DMs for further secure assistance. The tone is empathetic, professional, and concise, fitting the AppleSupport persona perfectly."
103207,Yo @115858 you can make my phone not send/receive texts all you want I’m not buying your overpriced piece of glass #CanYouHearMeNow,@138706 Hi. We'd like to help. This article can help resolve most issues with sending and receiving messages on your iPhone: https://t.co/2hgNQH8Vvq Let us know if this helps.,connectivity,False,None,"We hear your frustration. Let's try a quick fix: toggle Airplane Mode on and off, then restart your iPhone. If texts still aren't working, please DM us your device model and carrier so we can guide you further. We're here to help!",4,5,4,"The candidate reply effectively de-escalates the customer's anger with a warm, professional tone that acknowledges their frustration without being defensive. It provides a specific, safe, and logical next step (toggling Airplane Mode and restarting) which is a standard first-line troubleshooting technique for connectivity issues. By asking for the device model and carrier via DM, it appropriately escalates the conversation to gather necessary details for further support without cluttering the public thread. It avoids inventing facts and directly addresses the core issue of text message failure."
306950,@AppleSupport is it possible to transfer purchases from 1 Apple is to another?,"@160622 Content is linked to the purchasing Apple ID, however you can look into Family Sharing here: https://t.co/ckptoWI7iV",account_access,False,None,"Hi there! Thanks for reaching out. Purchases are generally tied to the specific Apple ID used at the time of purchase and cannot be directly transferred to another account. For account-specific assistance or to review your purchase history, please send us a DM or contact Apple Support directly. We're here to help!",4,5,5,"The candidate reply is highly relevant and accurate, clearly stating that purchases cannot be transferred. It improves upon the historical reply by explicitly addressing the user's question about transferability rather than just linking to Family Sharing (which is a workaround, not a transfer). The tone is warm and professional. It scores 4 on helpfulness rather than 5 because it suggests contacting support for 'account-specific assistance' without offering the specific Family Sharing link that was provided in the historical context, which is often the most useful next step for users wanting to share content."
928245,Panchodo kutteyo kusreyo bastaaro my battery dies so quickly since the update @115858,"@340239 We're here to help. What device are you using, and what's the exact OS version installed?",software_bug,False,None,"We're sorry to hear your battery is draining quickly after the update. Please try restarting your device and check for any pending software updates. You can also review battery usage in Settings to identify any apps consuming excessive power. If the issue persists, please DM us for further assistance.",3,4,4,"The candidate reply is empathetic and provides standard troubleshooting steps (restart, check updates, check battery usage) which are generally helpful. However, it fails to address the specific context established in the historical reply, where the agent had already asked for the device model and OS version. By ignoring this pending information and jumping to generic advice, the reply is less effective than it could be. It also suggests DMing for further assistance, which may not be the standard escalation path for this specific support channel, though it is a safe fallback. The tone is professional and warm."
